,Image,Nucleus_ID,X,Y
559,142_study1_image142_AF.png,27,94.500,312.167
560,142_study1_image142_AF.png,28,374.167,360.167
561,142_study1_image142_AF.png,29,172.500,238.833
562,142_study1_image142_AF.png,30,437.167,346.833
563,142_study1_image142_AF.png,31,382.167,425.500
564,142_study1_image142_AF.png,32,263.167,434.500
565,142_study1_image142_AF.png,33,428.833,285.500
566,142_study1_image142_AF.png,34,449.500,272.500
567,142_study1_image142_AF.png,35,276.167,44.500
568,142_study1_image142_AF.png,36,114.500,284.500
569,142_study1_image142_AF.png,38,110.833,431.167
570,171_study2_image008_AF.png,1,80.167,160.500
571,171_study2_image008_AF.png,2,132.833,101.500
572,171_study2_image008_AF.png,3,160.500,198.167
573,171_study2_image008_AF.png,4,270.500,139.500
574,171_study2_image008_AF.png,5,389.167,115.167
575,171_study2_image008_AF.png,6,481.167,122.167
576,171_study2_image008_AF.png,7,484.833,196.167
577,171_study2_image008_AF.png,8,349.500,276.833
578,171_study2_image008_AF.png,9,326.500,266.167
579,171_study2_image008_AF.png,10,312.500,265.167
580,171_study2_image008_AF.png,11,172.167,218.500
581,171_study2_image008_AF.png,12,72.500,261.167
582,171_study2_image008_AF.png,13,55.833,243.833
583,171_study2_image008_AF.png,14,35.500,253.833
584,171_study2_image008_AF.png,15,41.833,268.500
585,171_study2_image008_AF.png,16,45.167,289.167
586,171_study2_image008_AF.png,17,14.833,256.167
587,171_study2_image008_AF.png,18,13.833,188.833
588,171_study2_image008_AF.png,19,17.167,155.833
589,171_study2_image008_AF.png,20,58.500,212.500
590,171_study2_image008_AF.png,21,157.167,233.500
591,171_study2_image008_AF.png,22,195.500,296.500
592,171_study2_image008_AF.png,23,206.500,318.500
593,171_study2_image008_AF.png,24,236.167,324.500
594,171_study2_image008_AF.png,25,249.500,324.167
595,171_study2_image008_AF.png,26,315.167,339.167
596,171_study2_image008_AF.png,27,161.833,371.833
597,171_study2_image008_AF.png,28,141.167,376.500
598,171_study2_image008_AF.png,29,167.167,397.833
599,171_study2_image008_AF.png,30,148.167,403.500
600,171_study2_image008_AF.png,31,164.167,346.500
601,171_study2_image008_AF.png,32,127.500,320.500
602,171_study2_image008_AF.png,33,93.500,296.833
603,171_study2_image008_AF.png,34,194.500,342.500
604,171_study2_image008_AF.png,35,57.500,361.500
605,171_study2_image008_AF.png,36,28.833,380.833
606,171_study2_image008_AF.png,37,59.500,445.500
607,171_study2_image008_AF.png,38,130.833,436.833
608,171_study2_image008_AF.png,39,333.833,363.500
609,171_study2_image008_AF.png,40,374.167,390.833
610,171_study2_image008_AF.png,41,421.500,382.833
611,171_study2_image008_AF.png,42,432.833,376.167
612,171_study2_image008_AF.png,43,448.833,377.500
613,171_study2_image008_AF.png,44,475.833,371.500
614,171_study2_image008_AF.png,45,483.167,324.500
615,171_study2_image008_AF.png,46,383.833,291.167
616,171_study2_image008_AF.png,47,400.500,288.833
617,171_study2_image008_AF.png,48,406.500,228.833
618,171_study2_image008_AF.png,49,409.167,175.167
619,171_study2_image008_AF.png,50,465.167,216.500
620,171_study2_image008_AF.png,51,385.500,140.500
621,171_study2_image008_AF.png,52,207.833,247.167
622,171_study2_image008_AF.png,53,266.833,309.500
623,171_study2_image008_AF.png,54,284.833,379.500
624,171_study2_image008_AF.png,55,212.167,427.833
625,171_study2_image008_AF.png,56,104.833,462.833
626,171_study2_image008_AF.png,57,119.167,259.500
627,171_study2_image008_AF.png,58,20.500,126.500
628,171_study2_image008_AF.png,59,229.833,235.167
629,171_study2_image008_AF.png,60,241.833,225.167
630,171_study2_image008_AF.png,61,300.500,87.167
631,171_study2_image008_AF.png,62,238.500,468.167
632,171_study2_image008_AF.png,63,244.167,488.500
633,171_study2_image008_AF.png,64,236.167,148.833
634,171_study2_image008_AF.png,65,243.167,164.500
635,171_study2_image008_AF.png,66,338.500,37.167
636,171_study2_image008_AF.png,67,339.500,54.833
637,171_study2_image008_AF.png,68,82.833,101.833
638,189_study2_image026_AF.png,1,78.167,51.167
639,189_study2_image026_AF.png,2,65.833,25.167
640,189_study2_image026_AF.png,3,57.833,52.833
641,189_study2_image026_AF.png,4,148.500,7.833
642,189_study2_image026_AF.png,5,233.500,19.833
643,189_study2_image026_AF.png,6,251.833,5.833
644,189_study2_image026_AF.png,7,230.500,70.833
645,189_study2_image026_AF.png,8,214.500,114.500
646,189_study2_image026_AF.png,9,234.167,106.167
647,189_study2_image026_AF.png,10,257.167,111.500
648,189_study2_image026_AF.png,11,91.167,108.500
649,189_study2_image026_AF.png,12,89.500,130.500
650,189_study2_image026_AF.png,13,103.833,137.167
651,189_study2_image026_AF.png,14,100.833,166.500
652,189_study2_image026_AF.png,15,410.167,86.500
653,189_study2_image026_AF.png,16,392.500,143.167
654,189_study2_image026_AF.png,17,416.167,154.500
655,189_study2_image026_AF.png,18,451.833,140.833
656,189_study2_image026_AF.png,19,468.833,154.167
657,189_study2_image026_AF.png,20,473.500,181.500
658,189_study2_image026_AF.png,21,342.167,208.833
659,189_study2_image026_AF.png,22,302.833,247.167
660,189_study2_image026_AF.png,23,320.500,326.167
661,189_study2_image026_AF.png,24,290.500,283.500
662,189_study2_image026_AF.png,25,269.833,281.167
663,189_study2_image026_AF.png,26,253.167,286.833
664,189_study2_image026_AF.png,27,276.500,300.500
665,189_study2_image026_AF.png,28,254.500,304.833
666,189_study2_image026_AF.png,29,262.833,349.833
667,189_study2_image026_AF.png,30,380.833,307.833
668,189_study2_image026_AF.png,31,499.167,276.167
669,189_study2_image026_AF.png,32,362.833,263.167
670,189_study2_image026_AF.png,33,318.500,269.167
671,189_study2_image026_AF.png,34,234.167,249.167
672,189_study2_image026_AF.png,35,197.500,279.500
673,189_study2_image026_AF.png,36,149.500,268.167
674,189_study2_image026_AF.png,37,107.167,279.500
675,189_study2_image026_AF.png,38,118.500,266.167
676,189_study2_image026_AF.png,39,89.833,303.167
677,189_study2_image026_AF.png,40,18.500,210.500
678,189_study2_image026_AF.png,41,18.500,232.833
679,189_study2_image026_AF.png,42,16.833,249.167
680,189_study2_image026_AF.png,43,84.500,209.167
681,189_study2_image026_AF.png,44,139.167,174.500
682,189_study2_image026_AF.png,45,163.500,169.167
683,189_study2_image026_AF.png,46,200.167,139.167
684,189_study2_image026_AF.png,47,110.833,117.833
685,189_study2_image026_AF.png,48,121.500,85.833
686,189_study2_image026_AF.png,49,105.500,73.833
687,189_study2_image026_AF.png,50,399.500,39.500
688,189_study2_image026_AF.png,51,401.167,18.500
689,189_study2_image026_AF.png,52,379.500,40.833
690,189_study2_image026_AF.png,53,360.833,15.167
691,189_study2_image026_AF.png,54,338.167,28.500
692,189_study2_image026_AF.png,55,424.167,47.500
693,189_study2_image026_AF.png,56,459.167,58.500
694,189_study2_image026_AF.png,57,303.167,189.833
695,189_study2_image026_AF.png,58,285.500,171.833
696,189_study2_image026_AF.png,59,259.167,175.833
697,189_study2_image026_AF.png,60,73.833,155.833
698,189_study2_image026_AF.png,61,390.500,263.167
699,189_study2_image026_AF.png,62,484.500,297.500
700,189_study2_image026_AF.png,63,420.500,350.833
701,189_study2_image026_AF.png,64,433.833,380.833
702,189_study2_image026_AF.png,65,410.500,367.833
703,189_study2_image026_AF.png,66,417.500,389.167
704,189_study2_image026_AF.png,67,426.167,413.500
705,189_study2_image026_AF.png,68,291.833,384.500
706,189_study2_image026_AF.png,69,262.167,384.500
707,189_study2_image026_AF.png,70,178.833,343.833
708,189_study2_image026_AF.png,71,187.500,306.167
709,189_study2_image026_AF.png,72,169.167,330.167
710,189_study2_image026_AF.png,73,126.500,326.167
711,189_study2_image026_AF.png,74,107.500,321.833
712,189_study2_image026_AF.png,75,58.833,347.500
713,189_study2_image026_AF.png,76,43.167,357.500
714,189_study2_image026_AF.png,77,26.167,375.833
715,189_study2_image026_AF.png,78,30.167,328.500
716,189_study2_image026_AF.png,79,11.833,322.833
717,189_study2_image026_AF.png,80,508.500,51.167
718,189_study2_image026_AF.png,81,353.833,283.500
719,189_study2_image026_AF.png,82,226.833,209.833
720,189_study2_image026_AF.png,83,287.500,347.167
721,189_study2_image026_AF.png,84,319.833,367.167
722,189_study2_image026_AF.png,85,323.500,387.167
723,189_study2_image026_AF.png,86,209.500,405.167
724,189_study2_image026_AF.png,87,208.167,376.167
725,189_study2_image026_AF.png,88,163.500,399.500
726,189_study2_image026_AF.png,89,156.833,417.833
727,189_study2_image026_AF.png,90,304.833,449.833
728,189_study2_image026_AF.png,91,278.167,464.833
729,189_study2_image026_AF.png,92,292.167,428.167
730,189_study2_image026_AF.png,93,288.167,407.167
731,189_study2_image026_AF.png,94,270.500,406.167
732,189_study2_image026_AF.png,95,250.500,414.833
733,189_study2_image026_AF.png,96,234.500,451.167
734,189_study2_image026_AF.png,97,208.500,458.500
735,189_study2_image026_AF.png,98,186.167,462.833
736,189_study2_image026_AF.png,99,477.500,323.167
737,189_study2_image026_AF.png,100,413.500,128.833
738,189_study2_image026_AF.png,101,103.500,381.500
739,189_study2_image026_AF.png,102,79.833,364.833
740,189_study2_image026_AF.png,103,162.833,377.500
741,189_study2_image026_AF.png,104,345.167,243.167
742,189_study2_image026_AF.png,105,380.500,464.833
743,189_study2_image026_AF.png,106,261.167,475.833
744,189_study2_image026_AF.png,107,148.167,475.833
745,189_study2_image026_AF.png,108,65.833,468.500
746,189_study2_image026_AF.png,109,82.500,462.833
747,189_study2_image026_AF.png,110,38.167,461.833
748,189_study2_image026_AF.png,111,27.167,487.833
749,189_study2_image026_AF.png,112,453.833,356.500
750,189_study2_image026_AF.png,113,469.167,261.167
751,189_study2_image026_AF.png,114,347.833,84.167
752,189_study2_image026_AF.png,115,108.833,475.833
753,189_study2_image026_AF.png,116,292.500,482.833
754,189_study2_image026_AF.png,117,20.500,274.167
755,189_study2_image026_AF.png,118,53.167,320.167
756,189_study2_image026_AF.png,119,165.500,6.833
757,189_study2_image026_AF.png,120,27.500,18.833
758,189_study2_image026_AF.png,121,497.500,387.167
759,189_study2_image026_AF.png,122,356.833,415.833
760,189_study2_image026_AF.png,123,298.833,368.500
761,189_study2_image026_AF.png,124,265.167,427.167
762,189_study2_image026_AF.png,125,141.167,375.167
763,189_study2_image026_AF.png,126,146.500,399.500
764,189_study2_image026_AF.png,127,65.833,195.500
765,213_study2_image050_AF.png,2,110.500,375.833
766,213_study2_image050_AF.png,3,108.167,353.167
767,213_study2_image050_AF.png,4,82.167,115.500
768,213_study2_image050_AF.png,5,194.500,144.500
769,213_study2_image050_AF.png,6,233.833,171.500
770,213_study2_image050_AF.png,7,267.500,145.833
771,213_study2_image050_AF.png,8,104.167,271.167
772,213_study2_image050_AF.png,9,86.500,265.167
773,213_study2_image050_AF.png,10,132.167,272.167
774,213_study2_image050_AF.png,11,120.833,225.500
775,213_study2_image050_AF.png,12,104.833,210.167
776,213_study2_image050_AF.png,13,97.500,187.167
777,213_study2_image050_AF.png,14,35.167,416.500
778,213_study2_image050_AF.png,15,60.167,362.500
779,213_study2_image050_AF.png,16,62.833,388.167
780,213_study2_image050_AF.png,17,358.167,326.500
781,213_study2_image050_AF.png,18,294.833,335.167
782,213_study2_image050_AF.png,19,260.833,331.833
783,213_study2_image050_AF.png,20,236.833,437.167
784,213_study2_image050_AF.png,21,181.167,439.833
785,213_study2_image050_AF.png,22,67.833,348.833
786,213_study2_image050_AF.png,23,81.500,331.167
787,213_study2_image050_AF.png,24,81.500,236.833
788,213_study2_image050_AF.png,25,271.833,186.500
789,213_study2_image050_AF.png,26,275.833,165.167
790,213_study2_image050_AF.png,27,352.500,97.833
791,213_study2_image050_AF.png,28,464.833,61.833
792,213_study2_image050_AF.png,29,488.500,69.167
793,213_study2_image050_AF.png,30,417.167,27.833
794,213_study2_image050_AF.png,31,379.167,238.500
795,213_study2_image050_AF.png,32,395.833,315.167
796,213_study2_image050_AF.png,33,427.500,315.167
797,213_study2_image050_AF.png,34,273.833,264.500
798,213_study2_image050_AF.png,35,258.500,78.167
799,213_study2_image050_AF.png,36,192.167,17.167
800,213_study2_image050_AF.png,37,239.167,35.167
801,213_study2_image050_AF.png,38,396.833,231.167
802,213_study2_image050_AF.png,39,448.833,72.833
803,213_study2_image050_AF.png,40,465.167,35.500
804,213_study2_image050_AF.png,41,285.167,103.167
805,213_study2_image050_AF.png,42,92.167,68.833
806,213_study2_image050_AF.png,43,141.167,494.833
807,213_study2_image050_AF.png,44,222.500,145.500
808,213_study2_image050_AF.png,45,108.167,396.500
809,213_study2_image050_AF.png,46,42.833,342.500
810,213_study2_image050_AF.png,47,53.833,244.167
811,243_study2_image080_AF.png,1,372.833,63.500
812,243_study2_image080_AF.png,2,350.500,78.167
813,243_study2_image080_AF.png,3,361.833,91.167
814,243_study2_image080_AF.png,4,35.167,12.500
815,243_study2_image080_AF.png,5,135.500,52.500
816,243_study2_image080_AF.png,6,150.833,53.833
817,243_study2_image080_AF.png,7,197.500,169.167
818,243_study2_image080_AF.png,8,209.833,152.167
819,243_study2_image080_AF.png,9,183.833,148.500
820,243_study2_image080_AF.png,10,167.500,166.833
821,243_study2_image080_AF.png,11,175.167,184.167
822,243_study2_image080_AF.png,12,154.167,189.500
823,243_study2_image080_AF.png,13,161.500,204.167
824,243_study2_image080_AF.png,14,134.833,204.500
825,243_study2_image080_AF.png,15,117.500,211.833
826,243_study2_image080_AF.png,16,127.500,183.167
827,243_study2_image080_AF.png,17,101.167,149.167
828,243_study2_image080_AF.png,18,58.167,191.500
829,243_study2_image080_AF.png,19,22.833,221.167
830,243_study2_image080_AF.png,20,58.167,239.833
831,243_study2_image080_AF.png,21,60.500,259.833
832,243_study2_image080_AF.png,22,51.500,285.500
833,243_study2_image080_AF.png,23,33.833,312.167
834,243_study2_image080_AF.png,24,23.833,338.167
835,243_study2_image080_AF.png,25,13.833,270.500
836,243_study2_image080_AF.png,26,157.833,367.833
837,243_study2_image080_AF.png,27,126.833,348.167
838,243_study2_image080_AF.png,28,114.167,327.833
839,243_study2_image080_AF.png,29,126.833,317.500
840,243_study2_image080_AF.png,30,151.833,295.167
841,243_study2_image080_AF.png,31,145.833,254.500
842,243_study2_image080_AF.png,32,129.167,251.833
843,243_study2_image080_AF.png,33,163.167,253.500
844,243_study2_image080_AF.png,34,155.167,235.167
845,243_study2_image080_AF.png,35,170.167,232.833
846,243_study2_image080_AF.png,36,185.833,235.167
847,243_study2_image080_AF.png,37,198.833,250.167
848,243_study2_image080_AF.png,38,215.833,256.833
849,243_study2_image080_AF.png,39,216.833,286.167
850,243_study2_image080_AF.png,40,216.833,306.500
851,243_study2_image080_AF.png,41,217.167,325.833
852,243_study2_image080_AF.png,42,196.167,321.500
853,243_study2_image080_AF.png,43,189.833,302.500
854,243_study2_image080_AF.png,44,238.833,315.500
855,243_study2_image080_AF.png,45,238.167,292.500
856,243_study2_image080_AF.png,46,261.833,310.500
857,243_study2_image080_AF.png,47,264.167,338.167
858,243_study2_image080_AF.png,48,260.167,400.167
859,243_study2_image080_AF.png,49,243.500,387.500
860,243_study2_image080_AF.png,50,244.167,431.500
861,243_study2_image080_AF.png,51,241.833,462.500
862,243_study2_image080_AF.png,52,219.833,459.167
863,243_study2_image080_AF.png,53,223.167,482.167
864,243_study2_image080_AF.png,54,209.167,461.167
865,243_study2_image080_AF.png,55,188.500,462.833
866,243_study2_image080_AF.png,56,172.167,466.833
867,243_study2_image080_AF.png,57,188.833,489.833
868,243_study2_image080_AF.png,58,149.167,440.833
869,243_study2_image080_AF.png,59,119.833,436.833
870,243_study2_image080_AF.png,60,139.833,429.833
871,243_study2_image080_AF.png,61,110.833,397.833
872,243_study2_image080_AF.png,62,93.167,380.833
873,243_study2_image080_AF.png,63,301.500,338.167
874,243_study2_image080_AF.png,64,290.500,368.833
875,243_study2_image080_AF.png,65,219.167,365.500
876,243_study2_image080_AF.png,66,88.167,504.167
877,243_study2_image080_AF.png,67,107.833,488.167
878,243_study2_image080_AF.png,68,35.167,422.500
879,243_study2_image080_AF.png,69,27.833,415.167
880,243_study2_image080_AF.png,70,94.500,450.167
881,243_study2_image080_AF.png,71,436.833,16.500
882,243_study2_image080_AF.png,72,411.500,55.167
883,243_study2_image080_AF.png,73,442.833,195.833
884,243_study2_image080_AF.png,74,429.833,213.167
885,243_study2_image080_AF.png,75,431.833,245.500
886,243_study2_image080_AF.png,76,401.500,283.833
887,243_study2_image080_AF.png,77,371.500,318.833
888,243_study2_image080_AF.png,78,383.500,372.500
889,243_study2_image080_AF.png,79,360.167,379.167
890,243_study2_image080_AF.png,80,374.500,397.500
891,243_study2_image080_AF.png,81,413.500,424.167
892,243_study2_image080_AF.png,82,442.833,420.833
893,243_study2_image080_AF.png,83,427.833,394.500
894,243_study2_image080_AF.png,84,362.833,440.167
895,243_study2_image080_AF.png,85,372.167,453.833
896,243_study2_image080_AF.png,86,356.167,474.167
897,243_study2_image080_AF.png,87,304.833,492.167
898,243_study2_image080_AF.png,88,329.167,375.167
899,243_study2_image080_AF.png,89,312.833,380.500
900,243_study2_image080_AF.png,90,174.167,120.833
901,243_study2_image080_AF.png,91,187.167,128.833
902,243_study2_image080_AF.png,92,197.500,137.167
903,243_study2_image080_AF.png,93,125.167,150.500
904,243_study2_image080_AF.png,94,335.167,63.833
905,243_study2_image080_AF.png,95,351.167,154.833
906,243_study2_image080_AF.png,96,397.500,250.167
907,243_study2_image080_AF.png,97,355.500,312.500
908,243_study2_image080_AF.png,98,223.833,223.833
909,243_study2_image080_AF.png,99,201.500,101.833
910,243_study2_image080_AF.png,100,397.167,87.833
911,243_study2_image080_AF.png,101,414.833,80.167
912,243_study2_image080_AF.png,102,428.500,100.167
913,243_study2_image080_AF.png,103,448.500,113.500
914,243_study2_image080_AF.png,104,469.500,77.833
915,243_study2_image080_AF.png,105,450.833,75.500
916,243_study2_image080_AF.png,106,465.500,147.833
917,243_study2_image080_AF.png,107,451.500,281.167
918,243_study2_image080_AF.png,108,424.500,273.167
919,243_study2_image080_AF.png,109,352.833,332.167
920,243_study2_image080_AF.png,110,403.833,342.833
921,243_study2_image080_AF.png,111,412.167,324.167
922,243_study2_image080_AF.png,112,252.167,104.167
923,243_study2_image080_AF.png,113,267.833,115.167
924,243_study2_image080_AF.png,114,241.500,131.833
925,243_study2_image080_AF.png,115,335.167,101.500
926,243_study2_image080_AF.png,116,421.500,28.500
927,243_study2_image080_AF.png,117,362.833,24.500
928,243_study2_image080_AF.png,118,321.833,40.167
929,243_study2_image080_AF.png,119,54.833,146.500
930,243_study2_image080_AF.png,120,42.500,165.167
931,243_study2_image080_AF.png,121,73.833,447.833
932,243_study2_image080_AF.png,122,458.833,417.167
933,243_study2_image080_AF.png,123,122.833,478.500
934,243_study2_image080_AF.png,124,179.833,440.500
935,243_study2_image080_AF.png,125,285.167,58.500
936,243_study2_image080_AF.png,126,83.167,17.167
937,243_study2_image080_AF.png,127,75.833,43.167
938,257_study2_image094_AF.png,1,227.833,16.833
939,257_study2_image094_AF.png,2,248.500,23.500
940,257_study2_image094_AF.png,3,287.500,19.833
941,257_study2_image094_AF.png,4,377.167,14.833
942,257_study2_image094_AF.png,5,480.500,19.167
943,257_study2_image094_AF.png,6,452.167,21.167
944,257_study2_image094_AF.png,7,444.167,88.833
945,257_study2_image094_AF.png,8,460.833,122.500
946,257_study2_image094_AF.png,9,335.500,34.833
947,257_study2_image094_AF.png,10,45.500,56.500
948,257_study2_image094_AF.png,11,76.833,40.167
949,257_study2_image094_AF.png,12,88.833,54.500
950,257_study2_image094_AF.png,13,209.833,112.833
951,257_study2_image094_AF.png,14,178.833,117.500
952,257_study2_image094_AF.png,15,120.500,177.167
953,257_study2_image094_AF.png,16,84.500,174.167
954,257_study2_image094_AF.png,17,56.833,127.833
955,257_study2_image094_AF.png,18,114.500,50.500
956,257_study2_image094_AF.png,19,318.167,117.833
957,257_study2_image094_AF.png,20,303.167,145.833
958,257_study2_image094_AF.png,21,279.500,121.833
959,257_study2_image094_AF.png,22,256.500,121.500
960,257_study2_image094_AF.png,23,257.167,144.500
961,257_study2_image094_AF.png,24,294.500,176.833
962,257_study2_image094_AF.png,25,267.167,179.833
963,257_study2_image094_AF.png,26,334.167,204.167
964,257_study2_image094_AF.png,27,395.167,146.167
965,257_study2_image094_AF.png,28,370.500,108.500
966,257_study2_image094_AF.png,29,480.500,162.167
967,257_study2_image094_AF.png,30,449.833,169.167
968,257_study2_image094_AF.png,31,474.167,187.500
969,257_study2_image094_AF.png,32,458.833,198.167
970,257_study2_image094_AF.png,33,490.833,214.500
971,257_study2_image094_AF.png,34,464.167,236.833
972,257_study2_image094_AF.png,35,496.167,251.833
973,257_study2_image094_AF.png,36,484.500,279.500
974,257_study2_image094_AF.png,37,443.167,273.833
975,257_study2_image094_AF.png,38,415.167,274.500
976,257_study2_image094_AF.png,39,414.500,248.167
977,257_study2_image094_AF.png,40,399.167,284.833
978,257_study2_image094_AF.png,41,413.167,326.500
979,257_study2_image094_AF.png,42,410.500,366.500
980,257_study2_image094_AF.png,43,353.167,327.167
981,257_study2_image094_AF.png,44,341.167,352.833
982,257_study2_image094_AF.png,45,321.167,164.833
983,257_study2_image094_AF.png,46,356.833,167.167
984,257_study2_image094_AF.png,47,370.500,185.833
985,257_study2_image094_AF.png,48,481.167,96.833
986,257_study2_image094_AF.png,49,69.500,217.833
987,257_study2_image094_AF.png,50,47.833,214.167
988,257_study2_image094_AF.png,51,25.833,225.500
989,257_study2_image094_AF.png,52,54.500,245.833
990,257_study2_image094_AF.png,53,38.500,272.500
991,257_study2_image094_AF.png,54,15.167,264.167
992,257_study2_image094_AF.png,55,77.167,328.500
993,257_study2_image094_AF.png,56,143.500,362.167
994,257_study2_image094_AF.png,57,116.833,342.167
995,257_study2_image094_AF.png,58,149.833,336.167
996,257_study2_image094_AF.png,59,131.500,304.167
997,257_study2_image094_AF.png,60,117.833,277.500
998,257_study2_image094_AF.png,61,91.500,254.500
999,257_study2_image094_AF.png,62,91.167,230.167
1000,257_study2_image094_AF.png,63,112.500,225.500
1001,257_study2_image094_AF.png,65,201.167,324.833
1002,257_study2_image094_AF.png,66,205.500,277.500
1003,257_study2_image094_AF.png,67,317.833,292.833
1004,257_study2_image094_AF.png,68,355.833,412.833
1005,257_study2_image094_AF.png,69,332.167,466.500
1006,257_study2_image094_AF.png,70,248.500,463.167
1007,257_study2_image094_AF.png,71,294.833,497.167
1008,257_study2_image094_AF.png,72,225.833,429.500
1009,257_study2_image094_AF.png,74,137.500,446.833
1010,257_study2_image094_AF.png,75,175.500,416.833
1011,257_study2_image094_AF.png,76,69.500,443.167
1012,257_study2_image094_AF.png,77,175.167,481.167
1013,257_study2_image094_AF.png,78,172.500,246.500
1014,257_study2_image094_AF.png,79,197.833,227.833
1015,257_study2_image094_AF.png,80,112.167,385.500
1016,257_study2_image094_AF.png,81,428.833,120.833
1017,257_study2_image094_AF.png,82,392.833,116.500
1018,257_study2_image094_AF.png,83,280.833,311.500
1019,257_study2_image094_AF.png,84,370.167,299.833
1020,257_study2_image094_AF.png,85,470.167,329.500
1021,257_study2_image094_AF.png,86,487.167,350.167
1022,257_study2_image094_AF.png,87,469.833,368.167
1023,257_study2_image094_AF.png,88,379.500,433.167
1024,257_study2_image094_AF.png,89,154.167,270.833
1025,257_study2_image094_AF.png,90,166.500,307.167
1026,257_study2_image094_AF.png,91,236.167,123.167
1027,257_study2_image094_AF.png,92,13.833,33.500
1028,257_study2_image094_AF.png,93,18.167,431.833
1029,257_study2_image094_AF.png,94,333.500,254.167
1030,257_study2_image094_AF.png,95,431.833,215.833
1031,257_study2_image094_AF.png,96,80.167,78.833
1032,280_study2_image117_AF.png,1,219.833,51.167
1033,280_study2_image117_AF.png,2,268.167,84.833
1034,280_study2_image117_AF.png,3,201.500,89.500
1035,280_study2_image117_AF.png,4,216.167,109.833
1036,280_study2_image117_AF.png,5,198.500,112.833
1037,280_study2_image117_AF.png,6,199.167,133.500
1038,280_study2_image117_AF.png,7,218.833,151.167
1039,280_study2_image117_AF.png,8,230.167,140.833
1040,280_study2_image117_AF.png,9,254.167,131.500
1041,280_study2_image117_AF.png,10,240.167,113.500
1042,280_study2_image117_AF.png,11,148.167,195.833
1043,280_study2_image117_AF.png,12,17.833,386.833
1044,280_study2_image117_AF.png,13,31.833,429.833
1045,280_study2_image117_AF.png,14,196.500,434.833
1046,280_study2_image117_AF.png,15,245.833,280.167
1047,280_study2_image117_AF.png,16,425.167,96.500
1048,280_study2_image117_AF.png,17,445.500,86.833
1049,280_study2_image117_AF.png,18,470.500,11.167
1050,280_study2_image117_AF.png,19,476.500,93.500
1051,280_study2_image117_AF.png,20,404.833,156.167
1052,280_study2_image117_AF.png,21,383.500,175.167
1053,280_study2_image117_AF.png,22,362.833,167.500
1054,280_study2_image117_AF.png,23,360.167,203.500
1055,280_study2_image117_AF.png,24,204.500,170.500
1056,280_study2_image117_AF.png,25,186.167,157.167
1057,280_study2_image117_AF.png,26,90.167,29.833
1058,280_study2_image117_AF.png,27,169.500,140.833
1059,280_study2_image117_AF.png,28,169.167,347.167
1060,280_study2_image117_AF.png,29,214.500,129.833
1061,280_study2_image117_AF.png,30,222.833,423.500
1062,280_study2_image117_AF.png,31,488.167,320.833
1063,280_study2_image117_AF.png,32,497.833,346.833
1064,280_study2_image117_AF.png,33,464.500,128.167
1065,280_study2_image117_AF.png,34,46.833,242.833
1066,280_study2_image117_AF.png,35,42.167,490.500
1067,280_study2_image117_AF.png,36,48.500,470.167
1068,280_study2_image117_AF.png,37,291.167,89.167
1069,280_study2_image117_AF.png,38,313.167,56.833
1070,280_study2_image117_AF.png,39,180.833,209.833
1071,280_study2_image117_AF.png,40,167.500,225.500
1072,280_study2_image117_AF.png,41,51.167,81.833
1073,280_study2_image117_AF.png,42,24.500,101.500
1074,280_study2_image117_AF.png,43,146.833,111.167
1075,280_study2_image117_AF.png,44,129.167,124.833
1076,280_study2_image117_AF.png,45,163.500,89.833
1077,280_study2_image117_AF.png,46,179.167,98.833
1078,280_study2_image117_AF.png,47,191.500,44.833
1079,280_study2_image117_AF.png,48,182.833,71.167
1080,280_study2_image117_AF.png,49,359.833,350.500
1081,280_study2_image117_AF.png,50,267.833,332.500
1082,280_study2_image117_AF.png,52,277.833,152.500
1083,301_study2_image138_AF.png,1,273.167,79.833
1084,301_study2_image138_AF.png,2,218.167,115.500
1085,301_study2_image138_AF.png,3,244.167,139.500
1086,301_study2_image138_AF.png,4,345.833,186.833
1087,301_study2_image138_AF.png,5,369.167,180.167
1088,301_study2_image138_AF.png,6,377.500,200.167
1089,301_study2_image138_AF.png,7,396.833,163.500
1090,301_study2_image138_AF.png,8,379.833,140.833
1091,301_study2_image138_AF.png,9,375.833,159.833
1092,301_study2_image138_AF.png,10,337.833,158.167
1093,301_study2_image138_AF.png,11,462.500,124.500
1094,301_study2_image138_AF.png,12,364.833,242.500
1095,301_study2_image138_AF.png,13,328.500,248.833
1096,301_study2_image138_AF.png,14,54.500,195.833
1097,301_study2_image138_AF.png,15,70.167,202.833
1098,301_study2_image138_AF.png,16,172.833,344.500
1099,301_study2_image138_AF.png,17,184.833,359.833
1100,301_study2_image138_AF.png,18,151.167,361.167
1101,301_study2_image138_AF.png,19,173.500,378.833
1102,301_study2_image138_AF.png,20,185.500,386.833
1103,301_study2_image138_AF.png,21,261.167,323.833
1104,301_study2_image138_AF.png,22,192.167,326.500
1105,301_study2_image138_AF.png,23,197.500,344.500
1106,301_study2_image138_AF.png,24,177.500,324.167
1107,301_study2_image138_AF.png,25,312.833,427.167
1108,301_study2_image138_AF.png,26,308.833,449.833
1109,301_study2_image138_AF.png,27,332.833,453.167
1110,301_study2_image138_AF.png,28,292.167,461.167
1111,301_study2_image138_AF.png,29,299.833,483.167
1112,301_study2_image138_AF.png,30,243.167,497.167
